Title,Genre,Actors,Director,Writer,Language,Box_office,Country,Released,Runtime,imdbRating,Awards,Poster,Actors_id,Director_id
Spirit: Stallion of the Cimarron,"Animation, Adventure, Family","['Matt Damon', 'James Cromwell', 'Daniel Studi', 'Chopper Bernet']","['Kelly Asbury', 'Lorna Cook']",John Fusco (screenplay),English,128531,USA,24 May 2002,83 min,7.0,Nominated for 1 Oscar. Another 8 wins & 19 nominations.,tt0166813.jpg,"[14369, 5077, 2606, 12232]","[3899, 1042]"
John Q,"Crime, Drama, Thriller","['Gabriela Oltean', 'Denzel Washington', 'Kimberly Elise', 'Ron Annabelle']",['Nick Cassavetes'],James Kearns,"English, Spanish",2606250,USA,15 Feb 2002,116 min,7.0,2 wins & 8 nominations.,tt0251160.jpg,"[5716, 5414, 8750, 10945]",[2764]
Divine Secrets of the Ya-Ya Sisterhood,Drama,"['Sandra Bullock', 'Ellen Burstyn', 'Fionnula Flanagan', 'James Garner']",['Callie Khouri'],"Rebecca Wells (novels), Mark Andrus (adaptation), Callie Khouri (screenplay)",English,199958,USA,07 Jun 2002,116 min,5.9,3 nominations.,tt0279778.jpg,"[10463, 1545, 14633, 11819]",[1551]
Insomnia,"Drama, Mystery, Thriller","['Al Pacino', 'Martin Donovan', ""Oliver 'Ole' Zemen"", 'Hilary Swank']",['Christopher Nolan'],"Hillary Seitz (screenplay), Nikolaj Frobenius, Erik Skjoldbjærg",English,4663332,"USA, Canada",24 May 2002,118 min,7.2,1 win & 10 nominations.,tt0278504.jpg,"[1209, 3954, 7442, 5343]",[1748]
Changing Lanes,"Drama, Thriller","['Ben Affleck', 'Samuel L. Jackson', 'Kim Staunton', 'Toni Collette']",['Roger Michell'],"Chap Taylor (story), Chap Taylor (screenplay), Michael Tolkin (screenplay)",English,1538066,USA,12 Apr 2002,98 min,6.5,7 nominations.,tt0264472.jpg,"[6717, 2271, 1363, 14070]",[1094]
About Schmidt,"Comedy, Drama","['Jack Nicholson', 'Kathy Bates', 'Hope Davis', 'Dermot Mulroney']",['Alexander Payne'],"Louis Begley (novel), Alexander Payne (screenplay), Jim Taylor (screenplay)",English,787649,USA,03 Jan 2003,125 min,7.2,Nominated for 2 Oscars. Another 24 wins & 67 nominations.,tt0257360.jpg,"[3905, 7058, 6950, 11411]",[324]
Stuart Little 2,"Animation, Adventure, Comedy","['Michael J. Fox', 'Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki']",['Rob Minkoff'],E.B. White (characters from the book \,English,2816122,USA,19 Jul 2002,77 min,5.4,1 win & 4 nominations.,tt0243585.jpg,"[13667, 7295, 2986, 9977]",[4676]
The Time Machine,"Sci-Fi, Adventure, Action","['Guy Pearce', 'Mark Addy', 'Phyllida Law', 'Sienna Guillory']",['Simon Wells'],"H.G. Wells (novel), David Duncan (earlier screenplay), John Logan (screenplay)",English,4156558,USA,08 Mar 2002,96 min,5.9,Nominated for 1 Oscar. Another 1 win & 2 nominations.,tt0268695.jpg,"[10722, 7145, 6736, 2809]",[2535]
The Count of Monte Cristo,"Action, Adventure, Drama","['Jim Caviezel', 'Guy Pearce', 'Richard Harris', 'James Frain']",['Kevin Reynolds'],"Alexandre Dumas père (novel), Jay Wolpert (screenplay)",English,54228104,"UK, USA, Ireland",25 Jan 2002,131 min,7.7,,tt0245844.jpg,"[10411, 10722, 4704, 7387]",[1553]
Unfaithful,"Drama, Thriller","['Diane Lane', 'Erik Per Sullivan', 'Richard Gere', 'Olivier Martinez']",['Adrian Lyne'],Claude Chabrol (film \,"English, French",1704384,"USA, Germany, France",10 May 2002,124 min,6.7,Nominated for 1 Oscar. Another 3 wins & 13 nominations.,tt0250797.jpg,"[2578, 5310, 7556, 11920]",[4425]
Like Mike,"Comedy, Family, Fantasy","['Shad Moss', 'Morris Chestnut', 'Jonathan Lipnicki', 'Brenda Song']",['John Schultz'],"Michael Elliot (story), Michael Elliot (screenplay), Jordan Moffet (screenplay)",English,0,USA,03 Jul 2002,99 min,5.1,1 win & 6 nominations.,tt0308506.jpg,"[3506, 5084, 9977, 12357]",[4352]
The Tuxedo,"Action, Comedy, Sci-Fi","['Jackie Chan', 'Jennifer Love Hewitt', 'Jason Isaacs', 'Debi Mazar']",['Kevin Donovan'],"Phil Hay (story), Matt Manfredi (story), Michael J. Wilson (story), Michael J. Wilson (screenplay), Michael Leeson (screenplay)","English, Cantonese",288760,USA,27 Sep 2002,98 min,5.3,2 wins & 1 nomination.,tt0290095.jpg,"[554, 920, 15378, 1888]",[2403]
Big Fat Liar,"Adventure, Comedy, Family","['Frankie Muniz', 'Paul Giamatti', 'Amanda Bynes', 'Amanda Detmer']",['Shawn Levy'],"Dan Schneider (story), Brian Robbins (story), Dan Schneider (screenplay)",English,201334,"USA, Germany",08 Feb 2002,88 min,5.4,1 win & 3 nominations.,tt0265298.jpg,"[7045, 1047, 3638, 14149]",[1966]
Reign of Fire,"Action, Adventure, Fantasy","['Christian Bale', 'Matthew McConaughey', 'Izabella Scorupco', 'Gerard Butler']",['Rob Bowman'],"Gregg Chabot (story), Kevin Peterka (story), Gregg Chabot (screenplay), Kevin Peterka (screenplay), Matt Greenberg (screenplay)",English,1720747,"USA, UK, Ireland",12 Jul 2002,101 min,6.2,1 win & 2 nominations.,tt0253556.jpg,"[7455, 14277, 15483, 12702]",[652]
The Hours,Drama,"['Nicole Kidman', 'Julianne Moore', 'Meryl Streep', 'Stephen Dillane']",['Stephen Daldry'],"Michael Cunningham (novel), David Hare (screenplay)",English,3246655,"USA, UK",14 Feb 2003,114 min,7.6,Won 1 Oscar. Another 41 wins & 120 nominations.,tt0274558.jpg,"[9238, 10678, 13255, 106]",[1394]
High Crimes,"Crime, Drama, Mystery","['Ashley Judd', 'Morgan Freeman', 'Jim Caviezel', 'Adam Scott']",['Carl Franklin'],"Joseph Finder (novel), Yuri Zeltser (screenplay), Grace Cary Bickley (screenplay)","English, Spanish",490529,USA,05 Apr 2002,115 min,6.3,2 nominations.,tt0257756.jpg,"[11800, 9778, 10411, 3154]",[4634]
About a Boy,"Comedy, Drama, Romance","['Hugh Grant', 'Nicholas Hoult', 'Sharon Small', 'Madison Cook']","['Chris Weitz', 'Paul Weitz']","Nick Hornby (novel), Peter Hedges (screenplay), Chris Weitz (screenplay), Paul Weitz (screenplay)",English,2834577,"UK, USA, France, Germany",17 May 2002,101 min,7.1,Nominated for 1 Oscar. Another 11 wins & 28 nominations.,tt0276751.jpg,"[6781, 4190, 134, 12449]","[714, 3045]"
A Walk to Remember,"Drama, Romance","['Shane West', 'Mandy Moore', 'Peter Coyote', 'Daryl Hannah']",['Adam Shankman'],"Nicholas Sparks (novel), Karen Janszen (screenplay)",English,110657,USA,25 Jan 2002,101 min,7.4,4 wins & 2 nominations.,tt0281358.jpg,"[9728, 753, 13041, 5954]",[1025]
Orange County,"Comedy, Drama","['Colin Hanks', 'Jack Black', 'Schuyler Fisk', 'Bret Harrison']",['Jake Kasdan'],Mike White,"English, Spanish",0,USA,11 Jan 2002,82 min,6.2,3 nominations.,tt0273923.jpg,"[1884, 9750, 15452, 10794]",[2009]
Windtalkers,"Action, Drama, War","['Nicolas Cage', 'Adam Beach', 'Peter Stormare', 'Noah Emmerich']",['John Woo'],"John Rice, Joe Batteer","English, Navajo, Japanese",368655,USA,14 Jun 2002,134 min,6.0,1 win & 4 nominations.,tt0245562.jpg,"[7288, 13612, 1107, 7778]",[3151]
Blue Crush,"Drama, Romance, Sport","['Kate Bosworth', 'Matthew Davis', 'Michelle Rodriguez', 'Sanoe Lake']",['John Stockwell'],Susan Orlean (magazine article \,English,502907,"USA, Germany",16 Aug 2002,104 min,5.6,1 win & 7 nominations.,tt0300532.jpg,"[4165, 9199, 12097, 7148]",[1448]
Collateral Damage,"Action, Drama, Thriller","['Arnold Schwarzenegger', 'Francesca Neri', 'Elias Koteas', 'Cliff Curtis']",['Andrew Davis'],"Ronald Roose (story), David Griffiths (story), Peter Griffiths (story), David Griffiths (screenplay), Peter Griffiths (screenplay)","English, Spanish",766543,USA,08 Feb 2002,108 min,5.5,,tt0233469.jpg,"[2724, 2065, 3879, 8764]",[3770]
Enough,"Crime, Drama, Thriller","['Jennifer Lopez', 'Billy Campbell', 'Tessa Allen', 'Juliette Lewis']",['Michael Apted'],Nicholas Kazan,English,0,USA,24 May 2002,115 min,5.6,3 nominations.,tt0278435.jpg,"[2053, 14311, 5448, 7134]",[2981]
Undercover Brother,"Action, Comedy","['Eddie Griffin', 'Chris Kattan', 'Denise Richards', 'Aunjanue Ellis']",['Malcolm D. Lee'],"John Ridley (internet series), John Ridley (story), John Ridley (screenplay), Michael McCullers (screenplay)",English,0,USA,31 May 2002,86 min,5.8,1 win & 7 nominations.,tt0279493.jpg,"[4310, 6708, 4771, 2334]",[774]
Treasure Planet,"Animation, Adventure, Family","['Roscoe Lee Browne', 'Corey Burton', 'Dane A. Davis', 'Joseph Gordon-Levitt']","['Ron Clements', 'John Musker']","Robert Louis Stevenson (novel), Ron Clements (screenplay), John Musker (screenplay), Rob Edwards (screenplay), Ron Clements (animation story), John Musker (animation story), Ted Elliott (animation story), Terry Rossio (animation story)",English,1003172,USA,27 Nov 2002,95 min,7.1,Nominated for 1 Oscar. Another 1 win & 13 nominations.,tt0133240.jpg,"[2367, 2623, 2872, 2699]","[1576, 1852]"
Showtime,"Action, Comedy, Crime","['Robert De Niro', 'Rachael Harris', 'Eddie Murphy', 'Zaid Farid']",['Tom Dey'],"Jorge Saralegui (story), Keith Sharon (screenplay), Alfred Gough (screenplay), Miles Millar (screenplay)",English,944537,"USA, Australia",15 Mar 2002,95 min,5.5,1 win & 4 nominations.,tt0284490.jpg,"[9311, 1289, 14631, 5088]",[4830]
40 Days and 40 Nights,"Comedy, Romance","['Josh Hartnett', 'Shannyn Sossamon', 'Paulo Costanzo', 'Adam Trese']",['Michael Lehmann'],Rob Perez,English,42259967,"USA, UK, France",01 Mar 2002,96 min,5.6,1 win & 2 nominations.,tt0243736.jpg,"[6170, 9027, 12983, 3656]",[1004]
The Mothman Prophecies,"Drama, Horror, Mystery","['Richard Gere', 'David Eigenberg', 'Bob Tracey', 'Ron Emanuel']",['Mark Pellington'],"Richard Hatem (screenplay), John A. Keel (novel)",English,565307,USA,25 Jan 2002,119 min,6.5,1 win & 2 nominations.,tt0265349.jpg,"[7556, 981, 7422, 14648]",[4383]
The Hot Chick,"Comedy, Fantasy","['Rob Schneider', 'Anna Faris', 'Matthew Lawrence', 'Eric Christian Olsen']",['Tom Brady'],"Tom Brady, Rob Schneider",English,559910,USA,13 Dec 2002,104 min,5.5,3 nominations.,tt0302640.jpg,"[6740, 15030, 6162, 11913]",[140]
I Spy,"Action, Adventure, Comedy","['Eddie Murphy', 'Owen Wilson', 'Famke Janssen', 'Malcolm McDowell']",['Betty Thomas'],"Morton S. Fine (characters), David Friedkin (characters), Marianne Wibberley (story), Cormac Wibberley (story), Marianne Wibberley (screenplay), Cormac Wibberley (screenplay), Jay Scherick (screenplay), David Ronn (screenplay)","English, Hungarian, Russian",172077,USA,01 Nov 2002,97 min,5.4,1 win & 4 nominations.,tt0297181.jpg,"[14631, 935, 10562, 4868]",[1477]
Friday After Next,"Comedy, Drama","['Ice Cube', 'Mike Epps', 'John Witherspoon', ""Don 'D.C.' Curry""]",['Marcus Raboy'],"Ice Cube (characters), DJ Pooh (characters), Ice Cube",English,32983713,USA,22 Nov 2002,85 min,5.8,,tt0293815.jpg,"[12106, 1736, 2362, 7180]",[4714]
The Pianist,"Biography, Drama, War","['Adrien Brody', 'Emilia Fox', 'Michal Zebrowski', 'Ed Stoppard']",['Roman Polanski'],"Ronald Harwood (screenplay), Wladyslaw Szpilman (book)","English, German, Russian",32519322,"France, Poland, Germany, UK",28 Mar 2003,150 min,8.5,Won 3 Oscars. Another 51 wins & 68 nominations.,tt0253474.jpg,"[13976, 12004, 14040, 936]",[302]
Analyze That,"Comedy, Crime","['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow', 'Joe Viterelli']",['Harold Ramis'],"Kenneth Lonergan (characters), Peter Tolan (characters), Peter Steinfeld, Harold Ramis, Peter Tolan",English,731816,"USA, Australia",06 Dec 2002,96 min,5.9,,tt0289848.jpg,"[9311, 12759, 11265, 7431]",[3424]
Murder by Numbers,"Crime, Mystery, Thriller","['Sandra Bullock', 'Ben Chaplin', 'Ryan Gosling', 'Michael Pitt']",['Barbet Schroeder'],Tony Gayton,English,685907,USA,19 Apr 2002,115 min,6.1,2 nominations.,tt0264935.jpg,"[10463, 5098, 6719, 7836]",[1901]
One Hour Photo,"Drama, Thriller","['Robin Williams', 'Connie Nielsen', 'Michael Vartan', 'Dylan Smith']",['Mark Romanek'],Mark Romanek,English,1557340,USA,13 Sep 2002,96 min,6.8,6 wins & 20 nominations.,tt0265459.jpg,"[10209, 12934, 2838, 4501]",[3171]
Halloween: Resurrection,"Comedy, Horror, Thriller","['Jamie Lee Curtis', 'Brad Loree', 'Busta Rhymes', 'Bianca Kajlich']",['Rick Rosenthal'],"Debra Hill (characters), John Carpenter (characters), Larry Brand (story), Larry Brand (screenplay), Sean Hood (screenplay)",English,212443,USA,12 Jul 2002,94 min,4.1,1 nomination.,tt0220506.jpg,"[13051, 3433, 6285, 12306]",[1806]
Dragonfly,"Drama, Fantasy, Mystery","['Kevin Costner', 'Susanna Thompson', 'Joe Morton', 'Ron Rifkin']",['Tom Shadyac'],"Brandon Camp (story), Mike Thompson (story), David Seltzer (screenplay), Brandon Camp (screenplay), Mike Thompson (screenplay)","English, Spanish",1912216,"USA, Germany",22 Feb 2002,104 min,6.1,1 nomination.,tt0259288.jpg,"[14349, 14869, 13633, 7201]",[4505]
The Banger Sisters,"Comedy, Drama","['Goldie Hawn', 'Susan Sarandon', 'Geoffrey Rush', 'Erika Christensen']",['Bob Dolman'],Bob Dolman,English,256084,USA,20 Sep 2002,98 min,5.6,Nominated for 1 Golden Globe. Another 1 win.,tt0280460.jpg,"[218, 11673, 14936, 15145]",[3983]
Bad Company,"Action, Adventure, Comedy","['Anthony Hopkins', 'Chris Rock', 'Peter Stormare', 'Gabriel Macht']",['Joel Schumacher'],"Gary M. Goodman (story), David Himmelstein (story), Jason Richman (screenplay), Michael Browning (screenplay)",English,2385636,"USA, Czech Republic",07 Jun 2002,116 min,5.6,,tt0280486.jpg,"[1935, 11850, 1107, 7412]",[578]
Ghost Ship,"Horror, Mystery","['Gabriel Byrne', 'Julianna Margulies', 'Ron Eldard', 'Desmond Harrington']",['Steve Beck'],"Mark Hanlon (story), Mark Hanlon (screenplay), John Pogue (screenplay)","English, Italian, Spanish",1057934,"USA, Australia",25 Oct 2002,91 min,5.5,1 nomination.,tt0288477.jpg,"[6077, 14864, 2070, 10923]",[3650]
The New Guy,Comedy,"['DJ Qualls', 'Eliza Dushku', 'Zooey Deschanel', 'Jerod Mixon']",['Ed Decter'],David Kendall,English,26906,USA,10 May 2002,88 min,5.9,,tt0241760.jpg,"[15266, 5339, 2171, 6497]",[4317]
Blood Work,"Action, Crime, Drama","['Clint Eastwood', 'Jeff Daniels', 'Anjelica Huston', 'Wanda De Jesus']",['Clint Eastwood'],"Michael Connelly (novel), Brian Helgeland (screenplay)","English, Spanish",0,USA,09 Aug 2002,110 min,6.4,1 win.,tt0309377.jpg,"[5640, 7470, 7553, 3002]",[2226]
All About the Benjamins,"Action, Comedy, Crime","['Ice Cube', 'Mike Epps', 'Tommy Flanagan', 'Carmen Chaplin']",['Kevin Bray'],"Ronald Lang, Ice Cube","English, French",25482931,"USA, Germany",08 Mar 2002,95 min,5.7,,tt0278295.jpg,"[12106, 1736, 10528, 7108]",[4293]
Frida,"Biography, Drama, Romance","['Salma Hayek', 'Mía Maestro', 'Alfred Molina', 'Antonio Banderas']",['Julie Taymor'],"Hayden Herrera (book), Clancy Sigal (screenplay), Diane Lake (screenplay), Gregory Nava (screenplay), Anna Thomas (screenplay)","English, French, Russian",14164253,"USA, Canada, Mexico",22 Nov 2002,123 min,7.4,Won 2 Oscars. Another 14 wins & 41 nominations.,tt0120679.jpg,"[1247, 15397, 4460, 13091]",[1273]
The Transporter,"Action, Crime, Thriller","['Jason Statham', 'Qi Shu', 'Matt Schulze', 'François Berléand']","['Louis Leterrier', 'Corey Yuen']","Luc Besson, Robert Mark Kamen","English, French, Mandarin",428179,"France, USA",11 Oct 2002,92 min,6.8,,tt0293662.jpg,"[12675, 14197, 8078, 2342]","[2197, 1153]"
The Sweetest Thing,"Comedy, Romance","['Lillian Adams', 'Herbert W. Ankrom', 'Bryan Anthony', 'Christina Applegate']",['Roger Kumble'],Nancy Pimental,English,1741972,USA,12 Apr 2002,88 min,5.1,4 nominations.,tt0253867.jpg,"[8889, 3167, 12369, 8322]",[2844]
Eight Crazy Nights,"Animation, Comedy, Musical","['Adam Sandler', 'Jackie Sandler', 'Austin Stout', 'Kevin Nealon']",['Seth Kearsley'],"Brooks Arthur, Allen Covert, Brad Isaacs, Adam Sandler",English,23443124,USA,27 Nov 2002,76 min,5.4,1 win & 2 nominations.,tt0271263.jpg,"[2750, 1989, 6206, 14576]",[316]
Adaptation.,"Comedy, Drama","['Nicolas Cage', 'Tilda Swinton', 'Meryl Streep', 'Chris Cooper']",['Spike Jonze'],"Susan Orlean (book), Charlie Kaufman (screenplay), Donald Kaufman (screenplay)","English, Latin",89971,USA,14 Feb 2003,114 min,7.7,Won 1 Oscar. Another 60 wins & 94 nominations.,tt0268126.jpg,"[7288, 8855, 13255, 3362]",[1734]
City by the Sea,"Crime, Drama, Mystery","['Robert De Niro', 'Frances McDormand', 'James Franco', 'Eliza Dushku']",['Michael Caton-Jones'],"Mike McAlary (article), Ken Hixon (screenplay)",English,566358,USA,06 Sep 2002,108 min,6.2,1 nomination.,tt0269095.jpg,"[9311, 3053, 7555, 5339]",[4550]
Antwone Fisher,"Biography, Drama","['Derek Luke', 'Malcolm David Kelley', 'Cory Hodges', 'Denzel Washington']",['Denzel Washington'],Antwone Fisher,"English, Japanese",0,USA,10 Jan 2003,120 min,7.3,19 wins & 20 nominations.,tt0168786.jpg,"[1213, 13326, 6686, 5414]",[1929]
Martin Lawrence Live: Runteldat,"Documentary, Biography, Comedy","['Martin Lawrence', ""Nancy O'Dell"", 'Paul Keeley', 'Art Cohan']",['David Raynr'],Martin Lawrence,English,19184015,USA,02 Aug 2002,113 min,5.4,,tt0327036.jpg,"[13061, 631, 1241, 2130]",[4558]
Tuck Everlasting,"Drama, Romance, Family","['Alexis Bledel', 'William Hurt', 'Sissy Spacek', 'Jonathan Jackson']",['Jay Russell'],"Natalie Babbitt (novel), Jeffrey Lieber (screenplay), James V. Hart (screenplay)","English, French",19158074,USA,11 Oct 2002,90 min,6.7,1 win & 3 nominations.,tt0283084.jpg,"[14267, 6437, 6958, 9201]",[1650]
Hart's War,"Drama, War","['Bruce Willis', 'Colin Farrell', 'Terrence Howard', 'Cole Hauser']",['Gregory Hoblit'],"John Katzenbach (novel), Billy Ray (screenplay), Terry George (screenplay)","English, German",1229194,USA,15 Feb 2002,125 min,6.3,1 win.,tt0251114.jpg,"[9263, 14618, 332, 9271]",[4322]
Rollerball,"Action, Sci-Fi, Sport","['Chris Klein', 'Jean Reno', 'LL Cool J', 'Rebecca Romijn']",['John McTiernan'],William Harrison (short story \,"English, Russian, French, Arabic, Korean, German, Japanese",84494,"USA, Germany, Japan",08 Feb 2002,98 min,3.0,1 win & 2 nominations.,tt0246894.jpg,"[1650, 12478, 5168, 8437]",[2881]
Punch-Drunk Love,"Comedy, Drama, Romance","['Adam Sandler', 'Jason Andrews', 'Don McManus', 'Emily Watson']",['Paul Thomas Anderson'],Paul Thomas Anderson,English,0,USA,01 Nov 2002,95 min,7.3,Nominated for 1 Golden Globe. Another 14 wins & 33 nominations.,tt0272338.jpg,"[2750, 1069, 1644, 3367]",[31]
Empire,"Crime, Drama, Thriller","['John Leguizamo', 'Peter Sarsgaard', 'Denise Richards', 'Vincent Laresca']",['Franc. Reyes'],Franc. Reyes,"English, Spanish",31948,USA,06 Dec 2002,90 min,6.0,,tt0262396.jpg,"[5124, 1651, 4771, 8996]",[3409]
Eight Legged Freaks,"Action, Comedy, Horror","['David Arquette', 'Kari Wuhrer', 'Scott Terra', 'Scarlett Johansson']",['Ellory Elkayem'],"Ellory Elkayem (story), Randy Kornfield (story), Jesse Alexander (screenplay), Ellory Elkayem (screenplay)",English,17266505,"USA, Australia",17 Jul 2002,99 min,5.4,1 nomination.,tt0271367.jpg,"[3385, 11250, 7578, 1674]",[4389]
Confessions of a Dangerous Mind,"Biography, Comedy, Crime","['Dick Clark', 'Sam Rockwell', 'Michelle Sweeney', 'Drew Barrymore']",['George Clooney'],"Chuck Barris (book), Charlie Kaufman (screenplay)","English, Spanish",0,"USA, Germany, Canada",24 Jan 2003,113 min,7.1,7 wins & 11 nominations.,tt0270288.jpg,"[805, 15357, 8548, 13513]",[1905]
Far from Heaven,"Drama, Romance","['Julianne Moore', 'Dennis Quaid', 'Dennis Haysbert', 'Patricia Clarkson']",['Todd Haynes'],Todd Haynes,English,74530,"USA, France",10 Jan 2003,107 min,7.4,Nominated for 4 Oscars. Another 100 wins & 86 nominations.,tt0297884.jpg,"[10678, 12575, 6341, 7101]",[2740]
Half Past Dead,"Action, Crime, Thriller","['Steven Seagal', 'Morris Chestnut', 'Ja Rule', 'Nia Peeples']",['Don Michael Paul'],Don Michael Paul,English,409207,"Germany, USA",15 Nov 2002,98 min,4.6,3 nominations.,tt0297162.jpg,"[7232, 5084, 739, 12026]",[2495]
Solaris,"Drama, Mystery, Romance","['George Clooney', 'Natascha McElhone', 'Viola Davis', 'Jeremy Davies']",['Steven Soderbergh'],"Stanislaw Lem (novel), Steven Soderbergh (screenplay)",English,384509,USA,27 Nov 2002,99 min,6.2,2 wins & 11 nominations.,tt0307479.jpg,"[1483, 3192, 5213, 12045]",[1016]
Life or Something Like It,"Comedy, Romance","['Angelina Jolie', 'Edward Burns', 'Tony Shalhoub', 'Christian Kane']",['Stephen Herek'],"John Scott Shepherd (story), John Scott Shepherd (screenplay), Dana Stevens (screenplay)",English,40525,USA,26 Apr 2002,103 min,5.8,1 nomination.,tt0282687.jpg,"[6237, 4172, 5830, 9606]",[3612]
Ballistic: Ecks vs. Sever,"Action, Crime, Sci-Fi","['Antonio Banderas', 'Lucy Liu', 'Gregg Henry', 'Ray Park']",['Wych Kaosayananda'],Alan B. McElroy,English,104495,"USA, Germany",20 Sep 2002,91 min,3.6,4 nominations.,tt0308208.jpg,"[13091, 11582, 4949, 7835]",[2517]
The Emperor's Club,Drama,"['Kevin Kline', 'Emile Hirsch', 'Embeth Davidtz', 'Rob Morrow']",['Michael Hoffman'],Ethan Canin (short story \,English,14060950,USA,22 Nov 2002,109 min,6.9,2 nominations.,tt0283530.jpg,"[1525, 7142, 4585, 6591]",[3771]
Stealing Harvard,"Comedy, Crime","['Jason Lee', 'Tom Green', 'Leslie Mann', 'Megan Mullally']",['Bruce McCulloch'],"Martin Hynes (story), Peter Tolan (story), Peter Tolan (screenplay)",English,13973532,USA,13 Sep 2002,85 min,5.1,1 nomination.,tt0265808.jpg,"[5111, 4943, 5594, 13780]",[1858]
